"FileNumber","CommitteeType","Committee","CandidateName","ExpenditureCode","Name","Address","City","State","Zip","Occupation","OfficeSought","ExpenditureType","Description","Purpose","Amount","Expenditure_Date","Amended"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Gridiron Communications LLC","PO Box 1308","Granger","IN","46530","","","Direct - Contributions","","In-Kind/Bohacek for Senate/Mailings","23455.2800","2016-11-01 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Gridiron Communications LLC","PO Box 1308","Granger","IN","46530","","","Direct - Contributions","","In-Kind/Charbonneau for Senate/Mailing","9391.6800","2016-10-26 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Gridiron Communications LLC","PO Box 1308","Granger","IN","46530","","","Direct - Contributions","","In-Kind/Charbonneau for Senate/Mailing","14196.8200","2016-10-18 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Gridiron Communications LLC","PO Box 1308","Granger","IN","46530","","","Direct - Contributions","","In-Kind/Charbonneau for Senate/Mailing","18580.9600","2016-11-09 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Gridiron Communications LLC","PO Box 1308","Granger","IN","46530","","","Direct - Contributions","","In-Kind/Doriot for Senate/Mailling","10349.1000","2016-10-18 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Gridiron Communications LLC","PO Box 1308","Granger","IN","46530","","","Direct - Contributions","","In-Kind/Doriot for Senate/Mailling","10349.1000","2016-10-24 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Gridiron Communications LLC","PO Box 1308","Granger","IN","46530","","","Direct - Contributions","","In-Kind/Glick for Senate/Mailing","10130.3700","2016-10-31 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Gridiron Communications LLC","PO Box 1308","Granger","IN","46530","","","Direct - Contributions","","In-Kind/Koch for Senate/Mailing","9994.9500","2016-10-24 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Gridiron Communications LLC","PO Box 1308","Granger","IN","46530","","","Direct - Contributions","","In-Kind/Young for Senate/Mailing","9395.8800","2016-12-06 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Gridiron Communications LLC","PO Box 1308","Granger","IN","46530","","","Direct - Contributions","","In-Kind/Young for Senate/Mailing","24392.6200","2016-11-09 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Harcourt Industries, Inc.","7765 S. 175 W","Milroy","IN","46156","","","Direct - Contributions","","In-Kind/Friends of Ed Yanos/Mailing","1083.5900","2016-11-17 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Harcourt Industries, Inc.","7765 S. 175 W","Milroy","IN","46156","","","Direct - Contributions","","In-Kind/Sandlin for Senate/Mailing","3027.9100","2016-10-21 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Harcourt Industries, Inc.","7765 S. 175 W","Milroy","IN","46156","","","Direct - Contributions","","In-Kind/Sandlin for Senate/Mailing","3469.8800","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Harcourt Industries, Inc.","7765 S. 175 W","Milroy","IN","46156","","","Direct - Contributions","","In-Kind/Sandlin for Senate/Mailings","5639.8200","2016-11-17 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Midwest Communications Group, LLC","PO Box 441","Franklin","IN","46131","","","Direct - Contributions","","In-Kind/Crider for Senate/Mailing","11943.3700","2016-10-31 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Pitney Bowes","2225 American Drive","Neenah","WI","54956","","","Direct - Contributions","","In-Kind/Curtis Hill for AG/Postage","35856.4400","2016-12-08 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Pitney Bowes","2225 American Drive","Neenah","WI","54956","","","Direct - Contributions","","In-Kind/Friends of Ed Yanos/Postage","1500.2200","2016-12-08 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Pitney Bowes","2225 American Drive","Neenah","WI","54956","","","Direct - Contributions","","In-Kind/Holcomb for Governor/Postage","141206.8400","2016-12-08 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Pitney Bowes","2225 American Drive","Neenah","WI","54956","","","Direct - Contributions","","In-Kind/Leising for Senate/Postage","5850.7400","2016-12-08 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","Pitney Bowes","2225 American Drive","Neenah","WI","54956","","","Direct - Contributions","","In-Kind/Sandlin for Senate/Postage","22676.8900","2016-12-08 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","THE LUKENS COMPANY","2800 SHIRLINGTON RD 9TH FLOOR","ARLINGTON","VA","22206","","","Direct - Contributions","","In-Kind/Freeman for Senate/Mailing","11439.9400","2016-10-18 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","THE LUKENS COMPANY","2800 SHIRLINGTON RD 9TH FLOOR","ARLINGTON","VA","22206","","","Direct - Contributions","","In-Kind/Freeman for Senate/Mailing","14779.3400","2016-10-24 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","THE LUKENS COMPANY","2800 SHIRLINGTON RD 9TH FLOOR","ARLINGTON","VA","22206","","","Direct - Contributions","","In-Kind/Leising for Senate/Mailing","4551.8200","2016-10-26 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","THE LUKENS COMPANY","2800 SHIRLINGTON RD 9TH FLOOR","ARLINGTON","VA","22206","","","Direct - Contributions","","In-Kind/Long for Senate/Mailings","11682.8800","2016-10-31 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","THE LUKENS COMPANY","2800 SHIRLINGTON RD 9TH FLOOR","ARLINGTON","VA","22206","","","Direct - Contributions","","In-Kind/Ruckelshaus for Senate/Mailing","15132.0400","2016-11-01 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","THE LUKENS COMPANY","2800 SHIRLINGTON RD 9TH FLOOR","ARLINGTON","VA","22206","","","Direct - Contributions","","In-Kind/SMCC/Mailings","12418.6400","2016-10-24 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","THE LUKENS COMPANY","2800 SHIRLINGTON RD 9TH FLOOR","ARLINGTON","VA","22206","","","Direct - Contributions","","In-Kind/SMCC/Mailings","22122.9200","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","THE LUKENS COMPANY","2800 SHIRLINGTON RD 9TH FLOOR","ARLINGTON","VA","22206","","","Direct - Contributions","","In-Kind/SMCC/Mailings","25340.4800","2016-11-01 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","The Stoneridge Group, LLC","554 West Main Street","Buford","GA","30518","","","Direct - Contributions","","In-Kind/Curtis Hill for AG/Mailings","28944.3300","2016-10-26 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Contributions","The Stoneridge Group, LLC","554 West Main Street","Buford","GA","30518","","","Direct - Contributions","","In-Kind/Curtis Hill for AG/Mailings","28944.3300","2016-10-31 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Fundraising","Danny Huston","616 W. Jackson","Parker","IN","47368","Other","","Returned Contribution - Fundraising","","Refund","500.0000","2017-01-26 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","AccuPay","584 N Emerson Ave.","Greenwood","IN","46143","","","Direct - Operations","","Payroll Processing Fees","359.3000","2017-02-02 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","AccuPay","584 N Emerson Ave.","Greenwood","IN","46143","","","Direct - Operations","","Payroll Taxes","5169.1800","2016-12-22 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","AccuPay","584 N Emerson Ave.","Greenwood","IN","46143","","","Direct - Operations","","Payroll Taxes","5941.8600","2017-03-16 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","AccuPay","584 N Emerson Ave.","Greenwood","IN","46143","","","Direct - Operations","","Payroll Taxes","5958.9800","2017-03-02 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","AccuPay","584 N Emerson Ave.","Greenwood","IN","46143","","","Direct - Operations","","Payroll Taxes","5987.3700","2017-02-16 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","AccuPay","584 N Emerson Ave.","Greenwood","IN","46143","","","Direct - Operations","","Payroll Taxes","6342.6000","2017-02-02 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","AccuPay","584 N Emerson Ave.","Greenwood","IN","46143","","","Direct - Operations","","Payroll Taxes","6357.3700","2017-01-05 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","AccuPay","584 N Emerson Ave.","Greenwood","IN","46143","","","Direct - Operations","","Payroll Taxes","6407.3100","2017-01-19 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","AccuPay","584 N Emerson Ave.","Greenwood","IN","46143","","","Direct - Operations","","Payroll Taxes","10780.6800","2016-11-23 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","AccuPay","584 N Emerson Ave.","Greenwood","IN","46143","","","Direct - Operations","","Payroll Taxes","11051.1300","2016-11-10 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","AccuPay","584 N Emerson Ave.","Greenwood","IN","46143","","","Direct - Operations","","Payroll Taxes","11465.8800","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","AccuPay","584 N Emerson Ave.","Greenwood","IN","46143","","","Direct - Operations","","Payroll Taxes","26885.5200","2016-12-08 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Anthem Blue Cross Blue Shield of Indiana","220 Virginia Avenue","Indianapolis","IN","46204","","","Direct - Operations","","Health Insurance","4151.2200","2016-11-01 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Anthem Blue Cross Blue Shield of Indiana","220 Virginia Avenue","Indianapolis","IN","46204","","","Direct - Operations","","Health Insurance","4169.9100","2016-12-06 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Anthem Blue Cross Blue Shield of Indiana","220 Virginia Avenue","Indianapolis","IN","46204","","","Direct - Operations","","Health Insurance","4543.8600","2017-03-07 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Anthem Blue Cross Blue Shield of Indiana","220 Virginia Avenue","Indianapolis","IN","46204","","","Direct - Operations","","Health Insurance","5065.1000","2017-01-04 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Anthem Blue Cross Blue Shield of Indiana","220 Virginia Avenue","Indianapolis","IN","46204","","","Direct - Operations","","Health Insurance","5291.7600","2017-02-03 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Barbara L. McClellan","1017 Liberty Dr.","Westfield","IN","46074","","","Direct - Operations","","Payroll","1440.4900","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Barbara L. McClellan","1017 Liberty Dr.","Westfield","IN","46074","","","Direct - Operations","","Payroll","1444.5500","2017-02-02 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Barbara L. McClellan","1017 Liberty Dr.","Westfield","IN","46074","","","Direct - Operations","","Payroll","1444.5600","2017-01-19 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Barbara L. McClellan","1017 Liberty Dr.","Westfield","IN","46074","","","Direct - Operations","","Payroll","1444.5600","2017-03-16 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Barbara L. McClellan","1017 Liberty Dr.","Westfield","IN","46074","","","Direct - Operations","","Payroll","1511.3300","2016-12-22 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Barbara L. McClellan","1017 Liberty Dr.","Westfield","IN","46074","","","Direct - Operations","","Payroll","1525.4900","2016-11-10 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Barbara L. McClellan","1017 Liberty Dr.","Westfield","IN","46074","","","Direct - Operations","","Payroll","1525.5000","2016-12-08 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Barbara L. McClellan","1017 Liberty Dr.","Westfield","IN","46074","","","Direct - Operations","","Payroll","1529.5500","2017-01-05 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Barbara L. McClellan","1017 Liberty Dr.","Westfield","IN","46074","","","Direct - Operations","","Payroll","1553.1600","2016-11-23 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Barbara L. McClellan","1017 Liberty Dr.","Westfield","IN","46074","","","Direct - Operations","","Payroll","1591.3400","2017-03-02 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Barbara L. McClellan","1017 Liberty Dr.","Westfield","IN","46074","","","Direct - Operations","","Payroll","1594.8100","2017-02-16 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Brooke Ridenour","6626 Woodcrest Dr.","Avon","IN","46123","Other","","Direct - Operations","","Payroll","917.5400","2017-02-16 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Brooke Ridenour","6626 Woodcrest Dr.","Avon","IN","46123","Other","","Direct - Operations","","Payroll","917.5400","2017-03-16 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Brooke Ridenour","6626 Woodcrest Dr.","Avon","IN","46123","Other","","Direct - Operations","","Payroll","917.5500","2017-03-02 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Brooke Ridenour","6626 Woodcrest Dr.","Avon","IN","46123","Other","","Direct - Operations","","Payroll","1530.2800","2016-12-22 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Brooke Ridenour","6626 Woodcrest Dr.","Avon","IN","46123","Other","","Direct - Operations","","Payroll","1530.7100","2016-11-10 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Brooke Ridenour","6626 Woodcrest Dr.","Avon","IN","46123","Other","","Direct - Operations","","Payroll","1530.7200","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Brooke Ridenour","6626 Woodcrest Dr.","Avon","IN","46123","Other","","Direct - Operations","","Payroll","1530.7300","2016-11-23 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Brooke Ridenour","6626 Woodcrest Dr.","Avon","IN","46123","Other","","Direct - Operations","","Payroll","1533.9900","2017-01-05 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Brooke Ridenour","6626 Woodcrest Dr.","Avon","IN","46123","Other","","Direct - Operations","","Payroll","1534.0000","2017-01-19 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Brooke Ridenour","6626 Woodcrest Dr.","Avon","IN","46123","Other","","Direct - Operations","","Payroll","1534.0000","2017-02-02 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Brooke Ridenour","6626 Woodcrest Dr.","Avon","IN","46123","Other","","Direct - Operations","","Payroll","8959.2000","2016-12-08 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Carrie L. Zapfe","695 A Nicklaus Dr","Greenwood","IN","46143","Other","","Direct - Operations","","Payroll","1847.9500","2016-12-22 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Carrie L. Zapfe","695 A Nicklaus Dr","Greenwood","IN","46143","Other","","Direct - Operations","","Payroll","1848.1000","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Carrie L. Zapfe","695 A Nicklaus Dr","Greenwood","IN","46143","Other","","Direct - Operations","","Payroll","1848.1100","2016-11-10 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Carrie L. Zapfe","695 A Nicklaus Dr","Greenwood","IN","46143","Other","","Direct - Operations","","Payroll","1851.3100","2017-01-05 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Carrie L. Zapfe","695 A Nicklaus Dr","Greenwood","IN","46143","Other","","Direct - Operations","","Payroll","1851.3100","2017-01-19 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Carrie L. Zapfe","695 A Nicklaus Dr","Greenwood","IN","46143","Other","","Direct - Operations","","Payroll","1851.3100","2017-02-02 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Carrie L. Zapfe","695 A Nicklaus Dr","Greenwood","IN","46143","Other","","Direct - Operations","","Payroll","1851.3100","2017-02-16 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Carrie L. Zapfe","695 A Nicklaus Dr","Greenwood","IN","46143","Other","","Direct - Operations","","Payroll","1851.3100","2017-03-02 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Carrie L. Zapfe","695 A Nicklaus Dr","Greenwood","IN","46143","Other","","Direct - Operations","","Payroll","1851.3100","2017-03-16 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Carrie L. Zapfe","695 A Nicklaus Dr","Greenwood","IN","46143","Other","","Direct - Operations","","Payroll","1904.7800","2016-11-23 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Carrie L. Zapfe","695 A Nicklaus Dr","Greenwood","IN","46143","Other","","Direct - Operations","","Payroll","1980.3400","2016-12-08 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Central Parking System","PO Box 790402","St Louis","MO","63179","","","Direct - Operations","","Parking Expense","1105.0000","2016-12-05 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Central Parking System","PO Box 790402","St Louis","MO","63179","","","Direct - Operations","","Parking Expense","1145.0000","2017-01-04 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Central Parking System","PO Box 790402","St Louis","MO","63179","","","Direct - Operations","","Parking Expense","1145.0000","2017-02-03 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Central Parking System","PO Box 790402","St Louis","MO","63179","","","Direct - Operations","","Parking Expense","1145.0000","2017-03-01 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Central Parking System","PO Box 790402","St Louis","MO","63179","","","Direct - Operations","","Parking Expense","2480.0000","2016-11-01 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Christopher Salatas","320 Tulip Ln.","Lowell","IN","46356","Other","","Direct - Operations","","Payroll","979.5400","2016-11-10 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Christopher Salatas","320 Tulip Ln.","Lowell","IN","46356","Other","","Direct - Operations","","Payroll","979.5400","2016-11-23 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Christopher Salatas","320 Tulip Ln.","Lowell","IN","46356","Other","","Direct - Operations","","Payroll","979.5500","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Derrick Haas","9480 S County Road 100 W","Paoli","IN","47454","Other","","Direct - Operations","","Payroll","964.5600","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Derrick Haas","9480 S County Road 100 W","Paoli","IN","47454","Other","","Direct - Operations","","Payroll","964.5600","2016-11-23 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Derrick Haas","9480 S County Road 100 W","Paoli","IN","47454","Other","","Direct - Operations","","Payroll","964.5700","2016-11-10 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Edward Arredondo","10361 Cornith Way","Avon","IN","46123","Other","","Direct - Operations","","Payroll","816.5100","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Edward Arredondo","10361 Cornith Way","Avon","IN","46123","Other","","Direct - Operations","","Payroll","816.5100","2016-11-10 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Edward Arredondo","10361 Cornith Way","Avon","IN","46123","Other","","Direct - Operations","","Payroll","816.5100","2016-11-23 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Guardian Insurance","P.O. Box 2459","Spokane","WA","99210-2459","","","Direct - Operations","","Dental & Vision Insurance","486.9100","2016-11-01 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Guardian Insurance","P.O. Box 2459","Spokane","WA","99210-2459","","","Direct - Operations","","Dental & Vision Insurance","486.9100","2016-12-06 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hannah Fagen","419 W. Lincoln Road, Apt. P1","Kokomo","IN","46902","Other","","Direct - Operations","","Payroll","1056.9400","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hannah Fagen","419 W. Lincoln Road, Apt. P1","Kokomo","IN","46902","Other","","Direct - Operations","","Payroll","1056.9400","2016-11-10 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hannah Fagen","419 W. Lincoln Road, Apt. P1","Kokomo","IN","46902","Other","","Direct - Operations","","Payroll","1056.9400","2016-11-23 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Harry C. Dickson","733 Maple St.","Monticello","IN","47960","Other","","Direct - Operations","","Payroll","982.0800","2016-11-23 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Harry C. Dickson","733 Maple St.","Monticello","IN","47960","Other","","Direct - Operations","","Payroll","982.0900","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Harry C. Dickson","733 Maple St.","Monticello","IN","47960","Other","","Direct - Operations","","Payroll","982.1000","2016-11-10 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hilliard Lyons","10 W. Market Street
Suite 650","Indianapolis","IN","46204","","","Direct - Operations","","IRA Contributions","230.7600","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hilliard Lyons","10 W. Market Street
Suite 650","Indianapolis","IN","46204","","","Direct - Operations","","IRA Contributions","230.7600","2016-11-09 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hilliard Lyons","10 W. Market Street
Suite 650","Indianapolis","IN","46204","","","Direct - Operations","","IRA Contributions","230.7600","2016-11-22 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hilliard Lyons","10 W. Market Street
Suite 650","Indianapolis","IN","46204","","","Direct - Operations","","IRA Contributions","230.7600","2016-12-15 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hilliard Lyons","10 W. Market Street
Suite 650","Indianapolis","IN","46204","","","Direct - Operations","","IRA Contributions","230.7600","2016-12-22 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hilliard Lyons","10 W. Market Street
Suite 650","Indianapolis","IN","46204","","","Direct - Operations","","IRA Contributions","230.7600","2017-01-10 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hilliard Lyons","10 W. Market Street
Suite 650","Indianapolis","IN","46204","","","Direct - Operations","","IRA Contributions","230.7600","2017-01-26 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hilliard Lyons","10 W. Market Street
Suite 650","Indianapolis","IN","46204","","","Direct - Operations","","IRA Contributions","230.7600","2017-02-03 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hilliard Lyons","10 W. Market Street
Suite 650","Indianapolis","IN","46204","","","Direct - Operations","","IRA Contributions","230.7600","2017-02-17 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hilliard Lyons","10 W. Market Street
Suite 650","Indianapolis","IN","46204","","","Direct - Operations","","IRA Contributions","230.7600","2017-03-07 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Hilliard Lyons","10 W. Market Street
Suite 650","Indianapolis","IN","46204","","","Direct - Operations","","IRA Contributions","230.7600","2017-03-15 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Indiana Republican Party Federal Fund","101 W. Ohio Street, Suite 2200","Indianapolis","IN","46204","","","Direct - Operations","","Transfer of OH","77903.8200","2017-02-24 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Indiana Republican Party Federal Fund","101 W. Ohio Street, Suite 2200","Indianapolis","IN","46204","","","Direct - Operations","","Transfer of OH","86898.6400","2017-02-03 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Indiana Republican Party Federal Fund","101 W. Ohio Street, Suite 2200","Indianapolis","IN","46204","","","Other - Operations","","Overhead Transfer","57541.1400","2016-12-22 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Janice Rae McHenry","7641 Torbay Circle","Indianapolis","IN","46254","Other","","Direct - Operations","","Payroll","630.0100","2016-11-23 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Janice Rae McHenry","7641 Torbay Circle","Indianapolis","IN","46254","Other","","Direct - Operations","","Payroll","630.0200","2016-11-10 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Janice Rae McHenry","7641 Torbay Circle","Indianapolis","IN","46254","Other","","Direct - Operations","","Payroll","1848.0200","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Jared Noblitt","402 N. Meridian Street, Apt. 607","Indianapolis","IN","46204","Other","","Direct - Operations","","Payroll","1104.0900","2016-12-22 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Jared Noblitt","402 N. Meridian Street, Apt. 607","Indianapolis","IN","46204","Other","","Direct - Operations","","Payroll","1104.2300","2016-10-27 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Jared Noblitt","402 N. Meridian Street, Apt. 607","Indianapolis","IN","46204","Other","","Direct - Operations","","Payroll","1104.2300","2016-11-10 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Jared Noblitt","402 N. Meridian Street, Apt. 607","Indianapolis","IN","46204","Other","","Direct - Operations","","Payroll","1104.2300","2016-11-23 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Jared Noblitt","402 N. Meridian Street, Apt. 607","Indianapolis","IN","46204","Other","","Direct - Operations","","Payroll","1104.2400","2016-12-08 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Jared Noblitt","402 N. Meridian Street, Apt. 607","Indianapolis","IN","46204","Other","","Direct - Operations","","Payroll","1106.4300","2017-02-02 00:00:00","0"
"17","Regular Party","Indiana Republican State Committee, Inc","","Operations","Jared Noblitt","402 N. Meridian Street, Apt. 607","Indianapolis","IN","46204","Other","","Direct - Operations","","Payroll","1106.4400","2017-01-05 00:00:00","0"
